sale_unique_id,item_nbr,item_vendor,item_department,store_nbr,sales_date,sequence_nbr,item_category,sales_qty,item_cost
100305029-29,100305,503,21,102,2026-09-08,29,,54,250.96
100305030-30,100305,503,27,110,2026-09-09,30,,28,158.36
100306001-1,100306,503,19,118,2026-08-11,1,,68,493.8
100306002-2,100306,503,14,104,2026-08-12,2,,70,253.72
100306003-3,100306,503,29,103,2026-08-13,3,,4,78.29
100306004-4,100306,503,18,101,2026-08-14,4,,18,77.01
100306005-5,100306,503,16,102,2026-08-15,5,,17,235.15
100306006-6,100306,503,15,107,2026-08-16,6,,16,469.58
100306007-7,100306,503,22,118,2026-08-17,7,,61,95.7
100306008-8,100306,503,21,119,2026-08-18,8,,67,66.62
100306009-9,100306,503,10,110,2026-08-19,9,,25,203.94
100306010-10,100306,503,14,103,2026-08-20,10,,27,305.42
100306011-11,100306,503,21,110,2026-08-21,11,,61,238.17
100306012-12,100306,503,22,104,2026-08-22,12,,67,96.57
100306013-13,100306,503,14,115,2026-08-23,13,,60,83.89
100306014-14,100306,503,19,107,2026-08-24,14,,76,209.76
100306015-15,100306,503,23,119,2026-08-25,15,,60,166.4
100306016-16,100306,503,25,120,2026-08-26,16,,40,359.67
100306017-17,100306,503,23,102,2026-08-27,17,,81,57.59
100306018-18,100306,503,20,109,2026-08-28,18,,85,388.5
100306019-19,100306,503,10,119,2026-08-29,19,,97,300.33
100306020-20,100306,503,13,118,2026-08-30,20,,59,177.22
100306021-21,100306,503,22,105,2026-08-31,21,,59,489.93
100306022-22,100306,503,15,113,2026-09-01,22,,39,141.29
100306023-23,100306,503,10,108,2026-09-02,23,,95,473.21
100306024-24,100306,503,29,115,2026-09-03,24,,18,41.1
100306025-25,100306,503,15,111,2026-09-04,25,,3,39.67
100306026-26,100306,503,26,110,2026-09-05,26,,53,486.75
100306027-27,100306,503,13,102,2026-09-06,27,,25,419.39
100306028-28,100306,503,25,107,2026-09-07,28,,24,40.05
100306029-29,100306,503,10,110,2026-09-08,29,,84,95.15
100306030-30,100306,503,25,117,2026-09-09,30,,97,395.93
100307001-1,100307,503,14,118,2026-08-11,1,,33,130.23
100307002-2,100307,503,28,109,2026-08-12,2,,95,260.33
100307003-3,100307,503,12,106,2026-08-13,3,,10,427.83
100307004-4,100307,503,22,108,2026-08-14,4,,63,256.86
100307005-5,100307,503,14,107,2026-08-15,5,,4,103.01
100307006-6,100307,503,25,103,2026-08-16,6,,78,224.76
100307007-7,100307,503,27,118,2026-08-17,7,,23,32.4
100307008-8,100307,503,25,116,2026-08-18,8,,48,320.45
100307009-9,100307,503,28,107,2026-08-19,9,,54,169.28
100307010-10,100307,503,17,118,2026-08-20,10,,17,395.79
100307011-11,100307,503,13,107,2026-08-21,11,,1,121.43
100307012-12,100307,503,13,112,2026-08-22,12,,32,277.68
100307013-13,100307,503,17,103,2026-08-23,13,,3,399.81
100307014-14,100307,503,21,113,2026-08-24,14,,53,217.72
100307015-15,100307,503,15,120,2026-08-25,15,,1,72.62
100307016-16,100307,503,27,116,2026-08-26,16,,29,355.38
100307017-17,100307,503,25,119,2026-08-27,17,,84,292.6
100307018-18,100307,503,26,104,2026-08-28,18,,85,444.18
100307019-19,100307,503,28,106,2026-08-29,19,,46,45.07
100307020-20,100307,503,27,116,2026-08-30,20,,5,345.2
100307021-21,100307,503,21,102,2026-08-31,21,,26,282.36
100307022-22,100307,503,19,106,2026-09-01,22,,26,329.48
100307023-23,100307,503,15,115,2026-09-02,23,,4,366.22
100307024-24,100307,503,25,111,2026-09-03,24,,41,14.25
100307025-25,100307,503,16,103,2026-09-04,25,,91,238.77
100307026-26,100307,503,28,102,2026-09-05,26,,14,404.29
100307027-27,100307,503,17,116,2026-09-06,27,,13,302.62
100307028-28,100307,503,14,116,2026-09-07,28,,99,277.87
100307029-29,100307,503,15,112,2026-09-08,29,,68,37.6
100307030-30,100307,503,23,104,2026-09-09,30,,87,101.85
100308001-1,100308,503,14,118,2026-08-11,1,,25,244.98
100308002-2,100308,503,22,119,2026-08-12,2,,85,356.52
100308003-3,100308,503,13,113,2026-08-13,3,,62,409.74
100308004-4,100308,503,19,103,2026-08-14,4,,96,43.62
100308005-5,100308,503,19,116,2026-08-15,5,,87,27.6
100308006-6,100308,503,29,109,2026-08-16,6,,85,54.54
100308007-7,100308,503,19,119,2026-08-17,7,,43,259.1
100308008-8,100308,503,29,115,2026-08-18,8,,57,308.07
100308009-9,100308,503,27,102,2026-08-19,9,,67,305.26
100308010-10,100308,503,18,101,2026-08-20,10,,28,86.49
100308011-11,100308,503,27,106,2026-08-21,11,,82,197.92
100308012-12,100308,503,23,101,2026-08-22,12,,59,284.68
100308013-13,100308,503,24,104,2026-08-23,13,,20,145.85
100308014-14,100308,503,13,110,2026-08-24,14,,63,55.28
100308015-15,100308,503,20,103,2026-08-25,15,,36,346.94
100308016-16,100308,503,13,112,2026-08-26,16,,58,149.15
100308017-17,100308,503,10,108,2026-08-27,17,,97,441.94
100308018-18,100308,503,14,111,2026-08-28,18,,22,444.44
100308019-19,100308,503,19,107,2026-08-29,19,,57,59.83
100308020-20,100308,503,11,111,2026-08-30,20,,39,175.93
100308021-21,100308,503,24,102,2026-08-31,21,,4,316.78
100308022-22,100308,503,18,107,2026-09-01,22,,95,234.1
100308023-23,100308,503,22,101,2026-09-02,23,,18,210.49
100308024-24,100308,503,24,116,2026-09-03,24,,52,435.07
100308025-25,100308,503,25,104,2026-09-04,25,,90,101.7
100308026-26,100308,503,28,112,2026-09-05,26,,46,271.78
100308027-27,100308,503,10,108,2026-09-06,27,,60,267.41
100308028-28,100308,503,20,109,2026-09-07,28,,68,91.4
100308029-29,100308,503,13,113,2026-09-08,29,,85,271.34
100308030-30,100308,503,18,111,2026-09-09,30,,50,42.32
100309001-1,100309,503,14,114,2026-08-11,1,,44,273.05
100309002-2,100309,503,18,104,2026-08-12,2,,15,20.57
100309003-3,100309,503,24,109,2026-08-13,3,,2,395.26
100309004-4,100309,503,25,103,2026-08-14,4,,4,466.05
100309005-5,100309,503,18,113,2026-08-15,5,,9,382.97
100309006-6,100309,503,14,116,2026-08-16,6,,67,277.23
100309007-7,100309,503,12,114,2026-08-17,7,,36,329.32
100309008-8,100309,503,26,108,2026-08-18,8,,48,117.92
100309009-9,100309,503,24,101,2026-08-19,9,,31,412.63
100309010-10,100309,503,18,105,2026-08-20,10,,89,207.09
100309011-11,100309,503,28,109,2026-08-21,11,,97,26.21
100309012-12,100309,503,20,108,2026-08-22,12,,27,478.78
100309013-13,100309,503,19,108,2026-08-23,13,,43,344.86
100309014-14,100309,503,21,109,2026-08-24,14,,58,392.9
100309015-15,100309,503,22,108,2026-08-25,15,,12,166.37
100309016-16,100309,503,11,116,2026-08-26,16,,42,87.48
100309017-17,100309,503,17,107,2026-08-27,17,,89,20.64
100309018-18,100309,503,19,106,2026-08-28,18,,10,489.13
100309019-19,100309,503,12,109,2026-08-29,19,,97,279.01
100309020-20,100309,503,10,110,2026-08-30,20,,52,5.57
100309021-21,100309,503,25,114,2026-08-31,21,,93,400.94
100309022-22,100309,503,22,113,2026-09-01,22,,36,57.49
100309023-23,100309,503,12,101,2026-09-02,23,,45,92.66
100309024-24,100309,503,23,113,2026-09-03,24,,55,198.26
100309025-25,100309,503,26,114,2026-09-04,25,,45,229.47
100309026-26,100309,503,14,119,2026-09-05,26,,60,107.18
100309027-27,100309,503,28,106,2026-09-06,27,,89,413.83
100309028-28,100309,503,13,119,2026-09-07,28,,86,323.04
100309029-29,100309,503,17,109,2026-09-08,29,,94,231.38
100309030-30,100309,503,21,116,2026-09-09,30,,19,143.75
100310001-1,100310,503,14,106,2026-08-11,1,,60,276.79
100310002-2,100310,503,14,120,2026-08-12,2,,86,429.43
100310003-3,100310,503,11,109,2026-08-13,3,,76,231.57
100310004-4,100310,503,21,111,2026-08-14,4,,95,331.71
100310005-5,100310,503,29,112,2026-08-15,5,,95,445.52
100310006-6,100310,503,25,114,2026-08-16,6,,21,182.24
100310007-7,100310,503,19,110,2026-08-17,7,,95,338.34
100310008-8,100310,503,25,118,2026-08-18,8,,64,156.37
100310009-9,100310,503,17,105,2026-08-19,9,,13,147.34
100310010-10,100310,503,13,105,2026-08-20,10,,81,133.58
100310011-11,100310,503,29,103,2026-08-21,11,,9,362.1
100310012-12,100310,503,22,104,2026-08-22,12,,31,27.1
100310013-13,100310,503,16,116,2026-08-23,13,,52,119.18
100310014-14,100310,503,19,112,2026-08-24,14,,95,270.22
100310015-15,100310,503,15,110,2026-08-25,15,,10,136.65
100310016-16,100310,503,23,103,2026-08-26,16,,40,139.97
100310017-17,100310,503,21,104,2026-08-27,17,,91,495.12
100310018-18,100310,503,26,113,2026-08-28,18,,81,156.75
100310019-19,100310,503,20,115,2026-08-29,19,,13,243.83
100310020-20,100310,503,10,106,2026-08-30,20,,65,175.96
100310021-21,100310,503,12,102,2026-08-31,21,,42,451.27
100310022-22,100310,503,18,107,2026-09-01,22,,77,48.99
100310023-23,100310,503,16,103,2026-09-02,23,,79,16.07
100310024-24,100310,503,20,111,2026-09-03,24,,70,389.62
100310025-25,100310,503,23,118,2026-09-04,25,,94,47.09
100310026-26,100310,503,11,119,2026-09-05,26,,41,371.47
100310027-27,100310,503,24,117,2026-09-06,27,,60,368.98
100310028-28,100310,503,21,108,2026-09-07,28,,39,332.51
100310029-29,100310,503,23,116,2026-09-08,29,,68,288.69
100310030-30,100310,503,24,103,2026-09-09,30,,7,7.76
100401001-1,100401,504,15,115,2026-08-11,1,,41,412.28
100401002-2,100401,504,18,111,2026-08-12,2,,9,115.64
100401003-3,100401,504,12,116,2026-08-13,3,,16,122.45
100401004-4,100401,504,27,106,2026-08-14,4,,90,86.26
100401005-5,100401,504,24,115,2026-08-15,5,,11,287.93
100401006-6,100401,504,11,107,2026-08-16,6,,35,124.13
100401007-7,100401,504,28,114,2026-08-17,7,,80,248.34
100401008-8,100401,504,11,105,2026-08-18,8,,84,410.85
100401009-9,100401,504,25,112,2026-08-19,9,,79,317.08
100401010-10,100401,504,23,112,2026-08-20,10,,42,126.4
100401011-11,100401,504,15,120,2026-08-21,11,,81,373.1
100401012-12,100401,504,20,115,2026-08-22,12,,89,353.85
100401013-13,100401,504,13,102,2026-08-23,13,,63,358.07
100401014-14,100401,504,23,120,2026-08-24,14,,85,320.46
100401015-15,100401,504,19,120,2026-08-25,15,,43,343.44
100401016-16,100401,504,23,104,2026-08-26,16,,87,79.27
100401017-17,100401,504,11,105,2026-08-27,17,,59,374.39
100401018-18,100401,504,20,107,2026-08-28,18,,92,297.3
100401019-19,100401,504,13,113,2026-08-29,19,,2,106.89
100401020-20,100401,504,17,108,2026-08-30,20,,94,369.19
100401021-21,100401,504,29,107,2026-08-31,21,,79,303.25
100401022-22,100401,504,28,120,2026-09-01,22,,81,120.29
100401023-23,100401,504,12,109,2026-09-02,23,,74,208.85
100401024-24,100401,504,29,104,2026-09-03,24,,83,127.41
100401025-25,100401,504,21,107,2026-09-04,25,,27,457.21
100401026-26,100401,504,16,111,2026-09-05,26,,73,265.98
100401027-27,100401,504,17,102,2026-09-06,27,,3,175.67
100401028-28,100401,504,21,114,2026-09-07,28,,41,419.84
100401029-29,100401,504,10,118,2026-09-08,29,,65,499.68
100401030-30,100401,504,23,111,2026-09-09,30,,32,21.25
100402001-1,100402,504,27,115,2026-08-11,1,,9,255.18
100402002-2,100402,504,10,108,2026-08-12,2,,35,170.15
100402003-3,100402,504,19,102,2026-08-13,3,,30,159.75
100402004-4,100402,504,14,119,2026-08-14,4,,21,435.49
100402005-5,100402,504,24,109,2026-08-15,5,,41,439.49
100402006-6,100402,504,19,118,2026-08-16,6,,93,415.5
100402007-7,100402,504,25,120,2026-08-17,7,,70,113.58
100402008-8,100402,504,15,111,2026-08-18,8,,99,96.29
100402009-9,100402,504,28,118,2026-08-19,9,,19,264.49
100402010-10,100402,504,19,105,2026-08-20,10,,93,408.4
100402011-11,100402,504,14,102,2026-08-21,11,,85,288.53
100402012-12,100402,504,26,105,2026-08-22,12,,98,468.41
100402013-13,100402,504,29,116,2026-08-23,13,,14,32.87
100402014-14,100402,504,26,102,2026-08-24,14,,82,325.73
100402015-15,100402,504,12,119,2026-08-25,15,,15,141.44
100402016-16,100402,504,22,105,2026-08-26,16,,5,200.25
100402017-17,100402,504,23,110,2026-08-27,17,,59,97.04
100402018-18,100402,504,28,117,2026-08-28,18,,74,437.17
100402019-19,100402,504,23,106,2026-08-29,19,,66,363.45
100402020-20,100402,504,26,105,2026-08-30,20,,10,368.82
100402021-21,100402,504,11,103,2026-08-31,21,,27,104.03
100402022-22,100402,504,21,116,2026-09-01,22,,6,431
100402023-23,100402,504,17,119,2026-09-02,23,,71,325.05
100402024-24,100402,504,15,105,2026-09-03,24,,65,286.22
100402025-25,100402,504,21,119,2026-09-04,25,,36,405.26
100402026-26,100402,504,28,106,2026-09-05,26,,16,109.09
100402027-27,100402,504,25,120,2026-09-06,27,,88,157.56
100402028-28,100402,504,12,114,2026-09-07,28,,28,285.16
100402029-29,100402,504,12,106,2026-09-08,29,,53,377.7
100402030-30,100402,504,24,110,2026-09-09,30,,81,316.95
100403001-1,100403,504,29,107,2026-08-11,1,,29,230.74
100403002-2,100403,504,20,104,2026-08-12,2,,26,401.3
100403003-3,100403,504,23,113,2026-08-13,3,,46,168.82
100403004-4,100403,504,11,108,2026-08-14,4,,43,225.86
100403005-5,100403,504,13,106,2026-08-15,5,,25,289.28
100403006-6,100403,504,28,106,2026-08-16,6,,82,397.37
100403007-7,100403,504,17,109,2026-08-17,7,,77,481.8
100403008-8,100403,504,17,118,2026-08-18,8,,41,275.46
100403009-9,100403,504,21,120,2026-08-19,9,,53,361.41
100403010-10,100403,504,13,113,2026-08-20,10,,37,206.89
100403011-11,100403,504,27,103,2026-08-21,11,,41,201.8
100403012-12,100403,504,15,107,2026-08-22,12,,44,438.14
100403013-13,100403,504,28,103,2026-08-23,13,,65,387.58
100403014-14,100403,504,27,118,2026-08-24,14,,83,74.02
100403015-15,100403,504,20,112,2026-08-25,15,,45,133.64
100403016-16,100403,504,11,118,2026-08-26,16,,63,476.52
100403017-17,100403,504,26,108,2026-08-27,17,,85,194.58
100403018-18,100403,504,16,108,2026-08-28,18,,44,17.11
100403019-19,100403,504,19,114,2026-08-29,19,,32,498.84
100403020-20,100403,504,26,117,2026-08-30,20,,70,195.38
100403021-21,100403,504,15,116,2026-08-31,21,,67,487.03
100403022-22,100403,504,15,110,2026-09-01,22,,59,275.81
100403023-23,100403,504,21,109,2026-09-02,23,,59,248.53
100403024-24,100403,504,17,109,2026-09-03,24,,93,39.59
100403025-25,100403,504,14,115,2026-09-04,25,,32,291.03
100403026-26,100403,504,13,106,2026-09-05,26,,20,193.19
100403027-27,100403,504,13,120,2026-09-06,27,,33,297.8
100403028-28,100403,504,10,117,2026-09-07,28,,82,406.12
100403029-29,100403,504,22,118,2026-09-08,29,,5,443.79
100403030-30,100403,504,16,109,2026-09-09,30,,11,338.15
100404001-1,100404,504,18,103,2026-08-11,1,,76,164.86
100404002-2,100404,504,11,105,2026-08-12,2,,23,79.59
100404003-3,100404,504,19,117,2026-08-13,3,,36,457
100404004-4,100404,504,13,115,2026-08-14,4,,3,342.92
100404005-5,100404,504,23,113,2026-08-15,5,,69,175.62
100404006-6,100404,504,12,109,2026-08-16,6,,100,493.77
100404007-7,100404,504,29,109,2026-08-17,7,,16,349.93
100404008-8,100404,504,25,108,2026-08-18,8,,53,447.62
100404009-9,100404,504,20,114,2026-08-19,9,,41,151.95
100404010-10,100404,504,11,102,2026-08-20,10,,33,492.6
100404011-11,100404,504,27,110,2026-08-21,11,,87,33.04
100404012-12,100404,504,12,102,2026-08-22,12,,100,382.86
100404013-13,100404,504,23,111,2026-08-23,13,,50,283.88
100404014-14,100404,504,13,110,2026-08-24,14,,41,114.68
100404015-15,100404,504,29,111,2026-08-25,15,,68,44.55
100404016-16,100404,504,27,105,2026-08-26,16,,82,479.06
100404017-17,100404,504,18,111,2026-08-27,17,,58,93.01
100404018-18,100404,504,11,103,2026-08-28,18,,92,186.88
100404019-19,100404,504,26,115,2026-08-29,19,,49,90.1
100404020-20,100404,504,12,110,2026-08-30,20,,17,225.24
100404021-21,100404,504,25,105,2026-08-31,21,,85,85.19
100404022-22,100404,504,17,117,2026-09-01,22,,63,263.86
100404023-23,100404,504,29,103,2026-09-02,23,,19,214.96
100404024-24,100404,504,28,108,2026-09-03,24,,87,448.06
100404025-25,100404,504,19,115,2026-09-04,25,,20,459.26
100404026-26,100404,504,21,107,2026-09-05,26,,81,26.47
100404027-27,100404,504,25,118,2026-09-06,27,,30,251.64
100404028-28,100404,504,22,117,2026-09-07,28,,63,36.37
100404029-29,100404,504,24,102,2026-09-08,29,,93,434.19
100404030-30,100404,504,10,103,2026-09-09,30,,11,201.98
100405001-1,100405,504,22,114,2026-08-11,1,,67,377.89
100405002-2,100405,504,14,109,2026-08-12,2,,35,54.97
100405003-3,100405,504,26,115,2026-08-13,3,,14,445.57
100405004-4,100405,504,20,120,2026-08-14,4,,37,40.06
100405005-5,100405,504,26,119,2026-08-15,5,,2,206.56
100405006-6,100405,504,25,101,2026-08-16,6,,18,104.48
100405007-7,100405,504,25,104,2026-08-17,7,,74,360.94
100405008-8,100405,504,29,113,2026-08-18,8,,24,318.93
100405009-9,100405,504,15,108,2026-08-19,9,,78,473.09
100405010-10,100405,504,14,120,2026-08-20,10,,97,55.94
100405011-11,100405,504,10,106,2026-08-21,11,,67,335.11
100405012-12,100405,504,16,101,2026-08-22,12,,36,495.47
100405013-13,100405,504,10,104,2026-08-23,13,,83,137.1
100405014-14,100405,504,27,114,2026-08-24,14,,65,54.11
100405015-15,100405,504,12,104,2026-08-25,15,,30,66.37
100405016-16,100405,504,29,119,2026-08-26,16,,17,394.09
100405017-17,100405,504,23,103,2026-08-27,17,,65,411.48
100405018-18,100405,504,17,110,2026-08-28,18,,92,157.51
100405019-19,100405,504,15,110,2026-08-29,19,,5,106.34
100405020-20,100405,504,10,110,2026-08-30,20,,13,312.59
100405021-21,100405,504,24,110,2026-08-31,21,,31,446.19
100405022-22,100405,504,20,103,2026-09-01,22,,81,25.74
100405023-23,100405,504,21,103,2026-09-02,23,,24,31.3
100405024-24,100405,504,15,119,2026-09-03,24,,27,430.85
100405025-25,100405,504,18,116,2026-09-04,25,,19,210.3
100405026-26,100405,504,18,109,2026-09-05,26,,89,292.02
100405027-27,100405,504,16,108,2026-09-06,27,,12,336.96
100405028-28,100405,504,23,120,2026-09-07,28,,40,424.53
100405029-29,100405,504,28,103,2026-09-08,29,,56,15.08
100405030-30,100405,504,26,112,2026-09-09,30,,40,383.93
100406001-1,100406,504,24,101,2026-08-11,1,,77,233.99
100406002-2,100406,504,26,119,2026-08-12,2,,39,36.81
100406003-3,100406,504,21,109,2026-08-13,3,,75,207.97
100406004-4,100406,504,28,106,2026-08-14,4,,41,84.1
100406005-5,100406,504,18,120,2026-08-15,5,,94,467.69
100406006-6,100406,504,27,112,2026-08-16,6,,61,376.44
100406007-7,100406,504,15,117,2026-08-17,7,,93,205.46
100406008-8,100406,504,28,119,2026-08-18,8,,37,464.98
100406009-9,100406,504,18,119,2026-08-19,9,,42,215.99
100406010-10,100406,504,19,115,2026-08-20,10,,88,222.9
100406011-11,100406,504,22,103,2026-08-21,11,,61,102.73
100406012-12,100406,504,23,112,2026-08-22,12,,58,36.25
100406013-13,100406,504,13,109,2026-08-23,13,,58,473.62
100406014-14,100406,504,17,101,2026-08-24,14,,47,477.26
100406015-15,100406,504,18,101,2026-08-25,15,,9,334.07
100406016-16,100406,504,14,115,2026-08-26,16,,2,35.41
100406017-17,100406,504,29,110,2026-08-27,17,,36,211.84
100406018-18,100406,504,14,103,2026-08-28,18,,11,259.83
100406019-19,100406,504,18,108,2026-08-29,19,,59,426.01
100406020-20,100406,504,15,119,2026-08-30,20,,83,227.94
100406021-21,100406,504,29,105,2026-08-31,21,,60,354.29
100406022-22,100406,504,24,109,2026-09-01,22,,77,208.55
100406023-23,100406,504,12,109,2026-09-02,23,,57,460.84
100406024-24,100406,504,28,101,2026-09-03,24,,74,319.32
100406025-25,100406,504,15,102,2026-09-04,25,,26,299.04
100406026-26,100406,504,21,117,2026-09-05,26,,61,279.59
100406027-27,100406,504,13,107,2026-09-06,27,,82,201.77
100406028-28,100406,504,25,119,2026-09-07,28,,45,72.1
100406029-29,100406,504,17,104,2026-09-08,29,,9,408.2
100406030-30,100406,504,18,109,2026-09-09,30,,1,55.79
100407001-1,100407,504,15,105,2026-08-11,1,,98,184.33
100407002-2,100407,504,25,109,2026-08-12,2,,67,7
100407003-3,100407,504,20,115,2026-08-13,3,,81,236.23
100407004-4,100407,504,16,114,2026-08-14,4,,92,183.8
100407005-5,100407,504,28,119,2026-08-15,5,,70,358.71
100407006-6,100407,504,11,104,2026-08-16,6,,98,494.34
100407007-7,100407,504,29,102,2026-08-17,7,,80,99.2
100407008-8,100407,504,20,107,2026-08-18,8,,7,6.3
100407009-9,100407,504,18,113,2026-08-19,9,,71,382.93
100407010-10,100407,504,24,117,2026-08-20,10,,73,305.34
100407011-11,100407,504,22,102,2026-08-21,11,,60,467.5
100407012-12,100407,504,12,120,2026-08-22,12,,61,15.88
100407013-13,100407,504,29,104,2026-08-23,13,,92,499.04
100407014-14,100407,504,13,103,2026-08-24,14,,74,168.58
100407015-15,100407,504,19,111,2026-08-25,15,,86,141.44
100407016-16,100407,504,17,118,2026-08-26,16,,21,359.51
100407017-17,100407,504,27,109,2026-08-27,17,,25,415.87
100407018-18,100407,504,21,111,2026-08-28,18,,44,28.7
100407019-19,100407,504,11,111,2026-08-29,19,,59,182.79
100407020-20,100407,504,16,116,2026-08-30,20,,77,383.91
100407021-21,100407,504,14,106,2026-08-31,21,,31,185.64
100407022-22,100407,504,21,111,2026-09-01,22,,15,299.02
100407023-23,100407,504,16,104,2026-09-02,23,,2,386.85
100407024-24,100407,504,18,117,2026-09-03,24,,25,125.1
100407025-25,100407,504,27,105,2026-09-04,25,,90,483.19
100407026-26,100407,504,11,111,2026-09-05,26,,87,15.82
100407027-27,100407,504,24,117,2026-09-06,27,,19,431.64
100407028-28,100407,504,23,102,2026-09-07,28,,37,64.71
100407029-29,100407,504,29,120,2026-09-08,29,,14,242.32
100407030-30,100407,504,14,107,2026-09-09,30,,66,262.34
100408001-1,100408,504,17,102,2026-08-11,1,,38,11.92
100408002-2,100408,504,12,114,2026-08-12,2,,96,486.63
100408003-3,100408,504,21,103,2026-08-13,3,,45,361.62
100408004-4,100408,504,11,118,2026-08-14,4,,18,44.79
100408005-5,100408,504,12,113,2026-08-15,5,,88,130.75
100408006-6,100408,504,18,112,2026-08-16,6,,38,421.3
100408007-7,100408,504,10,112,2026-08-17,7,,21,279.37
100408008-8,100408,504,21,114,2026-08-18,8,,28,492.15
100408009-9,100408,504,28,106,2026-08-19,9,,62,163.66
100408010-10,100408,504,20,113,2026-08-20,10,,16,363.21
100408011-11,100408,504,29,106,2026-08-21,11,,79,88.21
100408012-12,100408,504,14,115,2026-08-22,12,,17,20.21
100408013-13,100408,504,17,101,2026-08-23,13,,7,175.16
100408014-14,100408,504,27,106,2026-08-24,14,,7,388.46
100408015-15,100408,504,28,117,2026-08-25,15,,31,488.18
100408016-16,100408,504,15,108,2026-08-26,16,,71,132.66
100408017-17,100408,504,27,103,2026-08-27,17,,49,335.71
100408018-18,100408,504,16,114,2026-08-28,18,,8,259.74
100408019-19,100408,504,28,113,2026-08-29,19,,84,6.93
100408020-20,100408,504,11,104,2026-08-30,20,,13,39.28
100408021-21,100408,504,14,102,2026-08-31,21,,74,428.87
100408022-22,100408,504,23,113,2026-09-01,22,,24,343.67
100408023-23,100408,504,24,103,2026-09-02,23,,18,194.27
100408024-24,100408,504,20,111,2026-09-03,24,,57,228.22
100408025-25,100408,504,10,104,2026-09-04,25,,65,79.54
100408026-26,100408,504,23,113,2026-09-05,26,,31,73.46
100408027-27,100408,504,29,118,2026-09-06,27,,88,67.69
100408028-28,100408,504,24,119,2026-09-07,28,,63,437.75
100408029-29,100408,504,12,119,2026-09-08,29,,3,13.37
100408030-30,100408,504,12,110,2026-09-09,30,,45,238.67
100409001-1,100409,504,24,112,2026-08-11,1,,65,488.27
100409002-2,100409,504,14,114,2026-08-12,2,,19,289.12
100409003-3,100409,504,22,120,2026-08-13,3,,20,200.04
100409004-4,100409,504,19,102,2026-08-14,4,,2,394.74
100409005-5,100409,504,16,107,2026-08-15,5,,18,293.28
100409006-6,100409,504,25,107,2026-08-16,6,,61,344.63
100409007-7,100409,504,16,102,2026-08-17,7,,47,146.23
100409008-8,100409,504,22,109,2026-08-18,8,,6,158.93
100409009-9,100409,504,12,118,2026-08-19,9,,76,328.6
100409010-10,100409,504,22,103,2026-08-20,10,,67,445.92
100409011-11,100409,504,29,108,2026-08-21,11,,21,299.32
100409012-12,100409,504,16,103,2026-08-22,12,,10,73.95
100409013-13,100409,504,20,117,2026-08-23,13,,28,26.16
100409014-14,100409,504,27,114,2026-08-24,14,,16,17.9
100409015-15,100409,504,21,109,2026-08-25,15,,36,162.01
100409016-16,100409,504,25,113,2026-08-26,16,,36,201.71
100409017-17,100409,504,19,116,2026-08-27,17,,2,47.52
100409018-18,100409,504,22,112,2026-08-28,18,,71,199.72
100409019-19,100409,504,26,115,2026-08-29,19,,6,28.08
100409020-20,100409,504,15,118,2026-08-30,20,,6,95.14
100409021-21,100409,504,23,105,2026-08-31,21,,63,389.95
100409022-22,100409,504,17,101,2026-09-01,22,,65,214.94
100409023-23,100409,504,25,119,2026-09-02,23,,56,179.06
100409024-24,100409,504,25,105,2026-09-03,24,,32,298.42
100409025-25,100409,504,25,113,2026-09-04,25,,87,52.02
100409026-26,100409,504,10,111,2026-09-05,26,,94,236.43
100409027-27,100409,504,25,115,2026-09-06,27,,55,278.06
100409028-28,100409,504,17,116,2026-09-07,28,,89,134.39
100409029-29,100409,504,16,112,2026-09-08,29,,70,129.73
100409030-30,100409,504,17,113,2026-09-09,30,,60,14.03
100410001-1,100410,504,16,114,2026-08-11,1,,44,371.46
100410002-2,100410,504,28,114,2026-08-12,2,,92,147.76
100410003-3,100410,504,10,111,2026-08-13,3,,27,399.94
100410004-4,100410,504,13,102,2026-08-14,4,,73,76.65
100410005-5,100410,504,10,112,2026-08-15,5,,35,400.97
100410006-6,100410,504,10,107,2026-08-16,6,,69,303.32
100410007-7,100410,504,24,106,2026-08-17,7,,62,494.42
100410008-8,100410,504,20,105,2026-08-18,8,,77,358.56
100410009-9,100410,504,24,102,2026-08-19,9,,57,149.69
100410010-10,100410,504,14,104,2026-08-20,10,,83,140.81
100410011-11,100410,504,27,113,2026-08-21,11,,12,317.33
100410012-12,100410,504,10,109,2026-08-22,12,,22,307.85
100410013-13,100410,504,19,105,2026-08-23,13,,95,211.04
100410014-14,100410,504,12,115,2026-08-24,14,,70,295.06
100410015-15,100410,504,28,109,2026-08-25,15,,54,151.15
100410016-16,100410,504,22,117,2026-08-26,16,,83,308.17
100410017-17,100410,504,11,106,2026-08-27,17,,73,19.52
100410018-18,100410,504,28,105,2026-08-28,18,,35,325.96
100410019-19,100410,504,12,112,2026-08-29,19,,41,451.09
100410020-20,100410,504,24,114,2026-08-30,20,,83,298.09
100410021-21,100410,504,10,110,2026-08-31,21,,65,67.04
100410022-22,100410,504,25,107,2026-09-01,22,,60,73.28
100410023-23,100410,504,16,116,2026-09-02,23,,79,119.31
100410024-24,100410,504,14,104,2026-09-03,24,,62,254.6
100410025-25,100410,504,10,107,2026-09-04,25,,89,106.35
100410026-26,100410,504,14,104,2026-09-05,26,,14,12.42
100410027-27,100410,504,28,118,2026-09-06,27,,14,71.26
