SAP_Journal_document_nbr,SAP_Journal_credit_store,SAP_Journal_debit_store,SAP_journal_date,Transaction_Date,SAP_Journal_amount,SAP_Journal_credit_amt,SAP_Journal_debit_amt,SAP_journal_credit_account,SAP_journal_debit_amount,Transaction_Timestamp
d34151e622d549e28742,107,503,2026-09-07,2026-09-07,61.32,61.32,61.32,,,2026-09-12 23:05:03
60d5a259af064a659d64,110,503,2026-09-08,2026-09-08,509.93,509.93,509.93,,,2026-09-12 23:05:03
0c5715f8e08345dd8909,117,503,2026-09-09,2026-09-09,2450.25,2450.25,2450.25,,,2026-09-12 23:05:03
7b620c33f6de407696ca,118,503,2026-08-11,2026-08-11,274.19,274.19,274.19,,,2026-09-12 23:05:03
a0214082cd464e9192c7,109,503,2026-08-12,2026-08-12,1577.86,1577.86,1577.86,,,2026-09-12 23:05:03
f4d51013443a46988faf,106,503,2026-08-13,2026-08-13,272.96,272.96,272.96,,,2026-09-12 23:05:03
83841f5ee0c24694ade3,108,503,2026-08-14,2026-08-14,1032.42,1032.42,1032.42,,,2026-09-12 23:05:03
5b382b08a20742acb1ce,107,503,2026-08-15,2026-08-15,26.29,26.29,26.29,,,2026-09-12 23:05:03
1eb53337e73049ef97c7,103,503,2026-08-16,2026-08-16,1118.5,1118.5,1118.5,,,2026-09-12 23:05:03
c6f315ad031840ce87f6,118,503,2026-08-17,2026-08-17,47.54,47.54,47.54,,,2026-09-12 23:05:03
55229f05669546438e1b,116,503,2026-08-18,2026-08-18,981.35,981.35,981.35,,,2026-09-12 23:05:03
9e247ee4ea554ed3b98f,107,503,2026-08-19,2026-08-19,583.2,583.2,583.2,,,2026-09-12 23:05:03
36b7aec0f89044de9cd9,118,503,2026-08-20,2026-08-20,429.27,429.27,429.27,,,2026-09-12 23:05:03
af3f4fc399f84f30932c,107,503,2026-08-21,2026-08-21,7.75,7.75,7.75,,,2026-09-12 23:05:03
2224523589574da7b393,112,503,2026-08-22,2026-08-22,566.91,566.91,566.91,,,2026-09-12 23:05:03
17f88b8137f54daaa0a0,103,503,2026-08-23,2026-08-23,76.52,76.52,76.52,,,2026-09-12 23:05:03
db8865de4d714b48932f,113,503,2026-08-24,2026-08-24,736.2,736.2,736.2,,,2026-09-12 23:05:03
8089658a54d241f29cb5,120,503,2026-08-25,2026-08-25,4.63,4.63,4.63,,,2026-09-12 23:05:03
8ccb2fbb9dea4e04a05a,116,503,2026-08-26,2026-08-26,657.52,657.52,657.52,,,2026-09-12 23:05:03
3e48ca7564f445b0a527,119,503,2026-08-27,2026-08-27,1568.1,1568.1,1568.1,,,2026-09-12 23:05:03
555608408707476287e8,104,503,2026-08-28,2026-08-28,2408.79,2408.79,2408.79,,,2026-09-12 23:05:03
6cce1577874c4fc9ab6d,106,503,2026-08-29,2026-08-29,132.27,132.27,132.27,,,2026-09-12 23:05:03
8aac2af090c24deb84c9,116,503,2026-08-30,2026-08-30,110.12,110.12,110.12,,,2026-09-12 23:05:03
16572cd9d94e4766bd1a,102,503,2026-08-31,2026-08-31,468.38,468.38,468.38,,,2026-09-12 23:05:03
f6f91e2c35c24ed48bfd,106,503,2026-09-01,2026-09-01,546.54,546.54,546.54,,,2026-09-12 23:05:03
b89d57d762984a899708,115,503,2026-09-02,2026-09-02,93.46,93.46,93.46,,,2026-09-12 23:05:03
18841fa09a474203abd5,111,503,2026-09-03,2026-09-03,37.28,37.28,37.28,,,2026-09-12 23:05:03
6ddfe939a6be44fbbf4c,103,503,2026-09-04,2026-09-04,1386.25,1386.25,1386.25,,,2026-09-12 23:05:03
1cddf369a9664d4c8e97,102,503,2026-09-05,2026-09-05,361.11,361.11,361.11,,,2026-09-12 23:05:03
f12b197a6a61485d88f0,116,503,2026-09-06,2026-09-06,250.99,250.99,250.99,,,2026-09-12 23:05:03
f3f9e18babac474ca474,116,503,2026-09-07,2026-09-07,1755.08,1755.08,1755.08,,,2026-09-12 23:05:03
31f3b8bff2314f32bca1,112,503,2026-09-08,2026-09-08,163.12,163.12,163.12,,,2026-09-12 23:05:03
4fe2c6ba9387400db6a9,104,503,2026-09-09,2026-09-09,565.33,565.33,565.33,,,2026-09-12 23:05:03
3475b8d46aa242298131,118,503,2026-08-11,2026-08-11,390.74,390.74,390.74,,,2026-09-12 23:05:03
ff125d3ff2f7470588c6,119,503,2026-08-12,2026-08-12,1933.41,1933.41,1933.41,,,2026-09-12 23:05:03
857b2abc79df4cfbaa83,113,503,2026-08-13,2026-08-13,1620.77,1620.77,1620.77,,,2026-09-12 23:05:03
e3293d89c16b40038ccb,103,503,2026-08-14,2026-08-14,267.16,267.16,267.16,,,2026-09-12 23:05:03
c4487991d6c14254a912,116,503,2026-08-15,2026-08-15,153.2,153.2,153.2,,,2026-09-12 23:05:03
72f2c3dd788140a5b63a,109,503,2026-08-16,2026-08-16,295.77,295.77,295.77,,,2026-09-12 23:05:03
84739c05067d4bfd9856,119,503,2026-08-17,2026-08-17,710.81,710.81,710.81,,,2026-09-12 23:05:03
37e698748a174b399b04,115,503,2026-08-18,2026-08-18,1120.33,1120.33,1120.33,,,2026-09-12 23:05:03
aa16d8c89e9846f48eaf,102,503,2026-08-19,2026-08-19,1304.86,1304.86,1304.86,,,2026-09-12 23:05:03
be8091bce59a4cb199d3,101,503,2026-08-20,2026-08-20,154.51,154.51,154.51,,,2026-09-12 23:05:03
fee9e142c2724a40b901,106,503,2026-08-21,2026-08-21,1035.44,1035.44,1035.44,,,2026-09-12 23:05:03
5a73129639bb4d519338,101,503,2026-08-22,2026-08-22,1071.59,1071.59,1071.59,,,2026-09-12 23:05:03
a0f402aa4a4e42429262,104,503,2026-08-23,2026-08-23,186.1,186.1,186.1,,,2026-09-12 23:05:03
7892bb7db65243c1b141,110,503,2026-08-24,2026-08-24,222.19,222.19,222.19,,,2026-09-12 23:05:03
f58c35f763984e18a620,103,503,2026-08-25,2026-08-25,796.85,796.85,796.85,,,2026-09-12 23:05:03
ecb8d5cdc7ac4259aa67,112,503,2026-08-26,2026-08-26,551.91,551.91,551.91,,,2026-09-12 23:05:03
bd341bc253924468bb9d,108,503,2026-08-27,2026-08-27,2734.99,2734.99,2734.99,,,2026-09-12 23:05:03
fe0564a7be6949a0b041,111,503,2026-08-28,2026-08-28,623.82,623.82,623.82,,,2026-09-12 23:05:03
2a5dd89f19454649b7d7,107,503,2026-08-29,2026-08-29,217.58,217.58,217.58,,,2026-09-12 23:05:03
45b31394179e4b3382e7,111,503,2026-08-30,2026-08-30,437.75,437.75,437.75,,,2026-09-12 23:05:03
1596af1ae3484d85a956,102,503,2026-08-31,2026-08-31,80.84,80.84,80.84,,,2026-09-12 23:05:03
d1d268750aeb43429faf,107,503,2026-09-01,2026-09-01,1418.88,1418.88,1418.88,,,2026-09-12 23:05:03
f796d1d1259544a393f3,101,503,2026-09-02,2026-09-02,241.73,241.73,241.73,,,2026-09-12 23:05:03
b6a81262c5c74168a831,116,503,2026-09-03,2026-09-03,1443.39,1443.39,1443.39,,,2026-09-12 23:05:03
77dfc7a499544bc8a8f7,104,503,2026-09-04,2026-09-04,583.96,583.96,583.96,,,2026-09-12 23:05:03
2366ea7fc18e469f8a81,112,503,2026-09-05,2026-09-05,797.62,797.62,797.62,,,2026-09-12 23:05:03
3aed24beef4248809e73,108,503,2026-09-06,2026-09-06,1023.65,1023.65,1023.65,,,2026-09-12 23:05:03
3f0f5879a1124dc98e19,109,503,2026-09-07,2026-09-07,396.53,396.53,396.53,,,2026-09-12 23:05:03
2f07687af763465c9b0f,113,503,2026-09-08,2026-09-08,1471.48,1471.48,1471.48,,,2026-09-12 23:05:03
60678f19850846ccbf29,111,503,2026-09-09,2026-09-09,135,135,135,,,2026-09-12 23:05:03
7e5583e33e9c4a36acde,114,503,2026-08-11,2026-08-11,766.51,766.51,766.51,,,2026-09-12 23:05:03
f1565e29ebc346838754,104,503,2026-08-12,2026-08-12,19.69,19.69,19.69,,,2026-09-12 23:05:03
a759d20bc72e42de8a40,109,503,2026-08-13,2026-08-13,50.44,50.44,50.44,,,2026-09-12 23:05:03
b1e914b3fc5a467fb4f4,103,503,2026-08-14,2026-08-14,118.94,118.94,118.94,,,2026-09-12 23:05:03
d0b67b91eb6547b0a0df,113,503,2026-08-15,2026-08-15,219.9,219.9,219.9,,,2026-09-12 23:05:03
422acb69db644a589cc0,116,503,2026-08-16,2026-08-16,1185.05,1185.05,1185.05,,,2026-09-12 23:05:03
8ea8771daef741d19e7b,114,503,2026-08-17,2026-08-17,756.38,756.38,756.38,,,2026-09-12 23:05:03
e17cc84cd10e4ebcb431,108,503,2026-08-18,2026-08-18,361.12,361.12,361.12,,,2026-09-12 23:05:03
fc1917a2348c4126aad7,101,503,2026-08-19,2026-08-19,816.1,816.1,816.1,,,2026-09-12 23:05:03
5086f886787a42ad81df,105,503,2026-08-20,2026-08-20,1175.9,1175.9,1175.9,,,2026-09-12 23:05:03
caaf732a765147169de2,109,503,2026-08-21,2026-08-21,162.2,162.2,162.2,,,2026-09-12 23:05:03
08e008f25378476b8e57,108,503,2026-08-22,2026-08-22,824.75,824.75,824.75,,,2026-09-12 23:05:03
00d7435527cd4906bdf6,108,503,2026-08-23,2026-08-23,946.09,946.09,946.09,,,2026-09-12 23:05:03
ef9c7f43c2474c3ca50a,109,503,2026-08-24,2026-08-24,1453.89,1453.89,1453.89,,,2026-09-12 23:05:03
d69a2ce41518457e9359,108,503,2026-08-25,2026-08-25,127.37,127.37,127.37,,,2026-09-12 23:05:03
2bf8406881c549d3a6eb,116,503,2026-08-26,2026-08-26,234.41,234.41,234.41,,,2026-09-12 23:05:03
9706a912246749af8d6a,107,503,2026-08-27,2026-08-27,117.2,117.2,117.2,,,2026-09-12 23:05:03
a088ae92da1744268779,106,503,2026-08-28,2026-08-28,312.06,312.06,312.06,,,2026-09-12 23:05:03
181376bddb73495ea895,109,503,2026-08-29,2026-08-29,1726.68,1726.68,1726.68,,,2026-09-12 23:05:03
5c7b9e5432ab40a8a386,110,503,2026-08-30,2026-08-30,18.48,18.48,18.48,,,2026-09-12 23:05:03
fd7669738a224c9596f2,114,503,2026-08-31,2026-08-31,2378.94,2378.94,2378.94,,,2026-09-12 23:05:03
2882ec62c0364bc797cf,113,503,2026-09-01,2026-09-01,132.04,132.04,132.04,,,2026-09-12 23:05:03
bc306d2959e0446ba063,101,503,2026-09-02,2026-09-02,266.03,266.03,266.03,,,2026-09-12 23:05:03
930be691605c4b34bdfe,113,503,2026-09-03,2026-09-03,695.69,695.69,695.69,,,2026-09-12 23:05:03
bc4895f647c24f49a5a5,114,503,2026-09-04,2026-09-04,658.81,658.81,658.81,,,2026-09-12 23:05:03
fb6d502c7c7d4744acdd,119,503,2026-09-05,2026-09-05,410.29,410.29,410.29,,,2026-09-12 23:05:03
448fde19507e4d75b8b8,106,503,2026-09-06,2026-09-06,2349.81,2349.81,2349.81,,,2026-09-12 23:05:03
ff9a4e0859684255b7bd,119,503,2026-09-07,2026-09-07,1772.46,1772.46,1772.46,,,2026-09-12 23:05:03
9ea6b1dc5d854432a120,109,503,2026-09-08,2026-09-08,1387.63,1387.63,1387.63,,,2026-09-12 23:05:03
edcd846ec125487eacd4,116,503,2026-09-09,2026-09-09,174.25,174.25,174.25,,,2026-09-12 23:05:03
601a8db073e94cc89a9e,106,503,2026-08-11,2026-08-11,1059.55,1059.55,1059.55,,,2026-09-12 23:05:03
8bb2f23b8b834abe9a4c,120,503,2026-08-12,2026-08-12,2356.2,2356.2,2356.2,,,2026-09-12 23:05:03
2b2362609d3e4e269473,109,503,2026-08-13,2026-08-13,1122.84,1122.84,1122.84,,,2026-09-12 23:05:03
bd25d7d71adf4f3a9478,111,503,2026-08-14,2026-08-14,2010.49,2010.49,2010.49,,,2026-09-12 23:05:03
753ab08fd3cc4b8ba678,112,503,2026-08-15,2026-08-15,2700.3,2700.3,2700.3,,,2026-09-12 23:05:03
209f6456932c4ff18acb,114,503,2026-08-16,2026-08-16,244.17,244.17,244.17,,,2026-09-12 23:05:03
487ac0894bfd4f7c9745,110,503,2026-08-17,2026-08-17,2050.68,2050.68,2050.68,,,2026-09-12 23:05:03
daa1d4b4f9e044b8b748,118,503,2026-08-18,2026-08-18,638.49,638.49,638.49,,,2026-09-12 23:05:03
dcab6ff5e7dd45c392de,105,503,2026-08-19,2026-08-19,122.2,122.2,122.2,,,2026-09-12 23:05:03
62d967f215d94188a2f6,105,503,2026-08-20,2026-08-20,690.31,690.31,690.31,,,2026-09-12 23:05:03
86941f3eef1b4437a3f7,103,503,2026-08-21,2026-08-21,207.92,207.92,207.92,,,2026-09-12 23:05:03
233b28db10af4ea791bb,104,503,2026-08-22,2026-08-22,53.6,53.6,53.6,,,2026-09-12 23:05:03
d88b4c7334bc4e4cb7f4,116,503,2026-08-23,2026-08-23,395.39,395.39,395.39,,,2026-09-12 23:05:03
a12474c77e214f10ad04,112,503,2026-08-24,2026-08-24,1637.8,1637.8,1637.8,,,2026-09-12 23:05:03
2dd0ba51e5f742af85ef,110,503,2026-08-25,2026-08-25,87.18,87.18,87.18,,,2026-09-12 23:05:03
08a4f2c0e253437aa5d8,103,503,2026-08-26,2026-08-26,357.2,357.2,357.2,,,2026-09-12 23:05:03
6c955e7a348544f083a8,104,503,2026-08-27,2026-08-27,2874.57,2874.57,2874.57,,,2026-09-12 23:05:03
d16316fc06844c888658,113,503,2026-08-28,2026-08-28,810.05,810.05,810.05,,,2026-09-12 23:05:03
44889ea0988c4f93ad0c,115,503,2026-08-29,2026-08-29,202.23,202.23,202.23,,,2026-09-12 23:05:03
bad48a3530304d4c8ecb,106,503,2026-08-30,2026-08-30,729.71,729.71,729.71,,,2026-09-12 23:05:03
da32f5f0851845318123,102,503,2026-08-31,2026-08-31,1209.22,1209.22,1209.22,,,2026-09-12 23:05:03
e22cca450477401996d6,107,503,2026-09-01,2026-09-01,240.67,240.67,240.67,,,2026-09-12 23:05:03
8bc4fbc054814568ad6c,103,503,2026-09-02,2026-09-02,81,81,81,,,2026-09-12 23:05:03
82133a258aa44cfcb86f,111,503,2026-09-03,2026-09-03,1740.04,1740.04,1740.04,,,2026-09-12 23:05:03
22d9d68927da432aa17b,118,503,2026-09-04,2026-09-04,282.41,282.41,282.41,,,2026-09-12 23:05:03
f26f6719bfc94ad29955,119,503,2026-09-05,2026-09-05,971.69,971.69,971.69,,,2026-09-12 23:05:03
311372366b1f49e7b48d,117,503,2026-09-06,2026-09-06,1412.46,1412.46,1412.46,,,2026-09-12 23:05:03
455ea84f62984eb2af25,108,503,2026-09-07,2026-09-07,827.35,827.35,827.35,,,2026-09-12 23:05:03
07e878978c00457c8a2f,116,503,2026-09-08,2026-09-08,1252.45,1252.45,1252.45,,,2026-09-12 23:05:03
eaf6291ce7a84230b30c,103,503,2026-09-09,2026-09-09,3.47,3.47,3.47,,,2026-09-12 23:05:03
e16c16881a894f389ad5,115,504,2026-08-11,2026-08-11,2234.64,2234.64,2234.64,,,2026-09-12 23:05:03
b6b1e63d84914917a614,111,504,2026-08-12,2026-08-12,137.59,137.59,137.59,,,2026-09-12 23:05:03
62d3e354a5e94d32a8dc,116,504,2026-08-13,2026-08-13,259.01,259.01,259.01,,,2026-09-12 23:05:03
636e1b9a87364322915a,106,504,2026-08-14,2026-08-14,1026.32,1026.32,1026.32,,,2026-09-12 23:05:03
45880f28a82349018b9c,115,504,2026-08-15,2026-08-15,418.71,418.71,418.71,,,2026-09-12 23:05:03
912c2f4302c148aab2f3,107,504,2026-08-16,2026-08-16,574.35,574.35,574.35,,,2026-09-12 23:05:03
0ffb98ec0d7c47289765,114,504,2026-08-17,2026-08-17,2626.44,2626.44,2626.44,,,2026-09-12 23:05:03
92aa0d811f8542e39987,105,504,2026-08-18,2026-08-18,4562.41,4562.41,4562.41,,,2026-09-12 23:05:03
c67be98b4e1d407db815,112,504,2026-08-19,2026-08-19,3311.52,3311.52,3311.52,,,2026-09-12 23:05:03
9110b9d16f244b5f8de2,112,504,2026-08-20,2026-08-20,701.82,701.82,701.82,,,2026-09-12 23:05:03
d6a24a72358443469685,120,504,2026-08-21,2026-08-21,3995.23,3995.23,3995.23,,,2026-09-12 23:05:03
80cf30c34d9d4a8a8f19,115,504,2026-08-22,2026-08-22,4163.33,4163.33,4163.33,,,2026-09-12 23:05:03
d2cc4623c5fa41688d7f,102,504,2026-08-23,2026-08-23,2982.22,2982.22,2982.22,,,2026-09-12 23:05:03
a5a24ee1f2bd4422ad07,120,504,2026-08-24,2026-08-24,3601.01,3601.01,3601.01,,,2026-09-12 23:05:03
aa1e9a761e114b8aac1f,120,504,2026-08-25,2026-08-25,1952.32,1952.32,1952.32,,,2026-09-12 23:05:03
a0e15c8f381b4a508e82,104,504,2026-08-26,2026-08-26,911.72,911.72,911.72,,,2026-09-12 23:05:03
322a5dc136404c68a860,105,504,2026-08-27,2026-08-27,2920.17,2920.17,2920.17,,,2026-09-12 23:05:03
d05e540add6143869443,107,504,2026-08-28,2026-08-28,3615.88,3615.88,3615.88,,,2026-09-12 23:05:03
84a6c49c25bb49729bb3,113,504,2026-08-29,2026-08-29,28.26,28.26,28.26,,,2026-09-12 23:05:03
74080660863c43b4a82e,108,504,2026-08-30,2026-08-30,4587.85,4587.85,4587.85,,,2026-09-12 23:05:03
720b2f5ed70e47ac8092,107,504,2026-08-31,2026-08-31,3167.08,3167.08,3167.08,,,2026-09-12 23:05:03
c1a51e218b9b4a369dd9,120,504,2026-09-01,2026-09-01,1288.09,1288.09,1288.09,,,2026-09-12 23:05:03
ec7cc1565d3f47edb625,109,504,2026-09-02,2026-09-02,2043.14,2043.14,2043.14,,,2026-09-12 23:05:03
ea4cbdaf33f7455fa4e0,104,504,2026-09-03,2026-09-03,1398.02,1398.02,1398.02,,,2026-09-12 23:05:03
0eab12bfa28f4215a09e,107,504,2026-09-04,2026-09-04,1631.97,1631.97,1631.97,,,2026-09-12 23:05:03
8a82b8920f284805a78f,111,504,2026-09-05,2026-09-05,2566.87,2566.87,2566.87,,,2026-09-12 23:05:03
1144719da65d495db1bd,102,504,2026-09-06,2026-09-06,69.67,69.67,69.67,,,2026-09-12 23:05:03
740204929bee4b41a49b,114,504,2026-09-07,2026-09-07,2275.62,2275.62,2275.62,,,2026-09-12 23:05:03
e3949d93771a4520adf4,118,504,2026-09-08,2026-09-08,4293.75,4293.75,4293.75,,,2026-09-12 23:05:03
bf166eab00c4427e8353,111,504,2026-09-09,2026-09-09,89.9,89.9,89.9,,,2026-09-12 23:05:03
458ff0145b604f7ab4c1,115,504,2026-08-11,2026-08-11,303.61,303.61,303.61,,,2026-09-12 23:05:03
2bba8e8e29a247ac8a14,108,504,2026-08-12,2026-08-12,787.28,787.28,787.28,,,2026-09-12 23:05:03
62c085a299c84743acc6,102,504,2026-08-13,2026-08-13,633.57,633.57,633.57,,,2026-09-12 23:05:03
ea717d18360e4d17b391,119,504,2026-08-14,2026-08-14,1209.01,1209.01,1209.01,,,2026-09-12 23:05:03
2c9aee2270e047dba98a,109,504,2026-08-15,2026-08-15,2382.12,2382.12,2382.12,,,2026-09-12 23:05:03
af39061912be499fb76d,118,504,2026-08-16,2026-08-16,5108.41,5108.41,5108.41,,,2026-09-12 23:05:03
546b84a2cc19468bb2a6,120,504,2026-08-17,2026-08-17,1051.07,1051.07,1051.07,,,2026-09-12 23:05:03
8d62d486018a4866aabc,111,504,2026-08-18,2026-08-18,1260.22,1260.22,1260.22,,,2026-09-12 23:05:03
b81269358fbd4b2dad55,118,504,2026-08-19,2026-08-19,664.35,664.35,664.35,,,2026-09-12 23:05:03
3dbc5ecea195482ca16f,105,504,2026-08-20,2026-08-20,5021.11,5021.11,5021.11,,,2026-09-12 23:05:03
db6fda7ab86a481cafff,102,504,2026-08-21,2026-08-21,3242.21,3242.21,3242.21,,,2026-09-12 23:05:03
1788bf3f55eb43f19b29,105,504,2026-08-22,2026-08-22,6068.53,6068.53,6068.53,,,2026-09-12 23:05:03
6f98b669fa2d466b9b4a,116,504,2026-08-23,2026-08-23,60.84,60.84,60.84,,,2026-09-12 23:05:03
f3ccce538f284ce09e7b,102,504,2026-08-24,2026-08-24,3531.04,3531.04,3531.04,,,2026-09-12 23:05:03
d7ae85cf18d044188629,119,504,2026-08-25,2026-08-25,280.48,280.48,280.48,,,2026-09-12 23:05:03
052b809667f44ad3b86c,105,504,2026-08-26,2026-08-26,132.37,132.37,132.37,,,2026-09-12 23:05:03
28918a74c80b4654a7af,110,504,2026-08-27,2026-08-27,756.89,756.89,756.89,,,2026-09-12 23:05:03
7d1d1c54377445439981,117,504,2026-08-28,2026-08-28,4276.75,4276.75,4276.75,,,2026-09-12 23:05:03
3e578d8f28b2460794a8,106,504,2026-08-29,2026-08-29,3171.17,3171.17,3171.17,,,2026-09-12 23:05:03
89fdfd72c05a4ddcbb78,105,504,2026-08-30,2026-08-30,487.58,487.58,487.58,,,2026-09-12 23:05:03
88e4986035664eee8695,103,504,2026-08-31,2026-08-31,371.32,371.32,371.32,,,2026-09-12 23:05:03
0d1bd6d3adea4f2da169,116,504,2026-09-01,2026-09-01,341.87,341.87,341.87,,,2026-09-12 23:05:03
d5ee4c365982457dbe0c,119,504,2026-09-02,2026-09-02,3050.98,3050.98,3050.98,,,2026-09-12 23:05:03
301bb233cbc541788219,105,504,2026-09-03,2026-09-03,2459.49,2459.49,2459.49,,,2026-09-12 23:05:03
c99b159854b040d9ac5c,119,504,2026-09-04,2026-09-04,1928.71,1928.71,1928.71,,,2026-09-12 23:05:03
fbf1bdcdb27f4aa9824a,106,504,2026-09-05,2026-09-05,230.75,230.75,230.75,,,2026-09-12 23:05:03
60aecdc83df54bcb9e99,120,504,2026-09-06,2026-09-06,1832.99,1832.99,1832.99,,,2026-09-12 23:05:03
283dd2bcdd5244d3a930,114,504,2026-09-07,2026-09-07,1055.55,1055.55,1055.55,,,2026-09-12 23:05:03
7ce81eeb85ae400799df,106,504,2026-09-08,2026-09-08,2646.39,2646.39,2646.39,,,2026-09-12 23:05:03
b8d1ea3de9184c6daa7c,110,504,2026-09-09,2026-09-09,3393.96,3393.96,3393.96,,,2026-09-12 23:05:03
e8917b1d066c4ab4aa88,107,504,2026-08-11,2026-08-11,884.61,884.61,884.61,,,2026-09-12 23:05:03
58acfdbee890431bbfcf,104,504,2026-08-12,2026-08-12,1379.35,1379.35,1379.35,,,2026-09-12 23:05:03
123424ba67de4a9db5e5,113,504,2026-08-13,2026-08-13,1026.63,1026.63,1026.63,,,2026-09-12 23:05:03
057c617b6424427ca872,108,504,2026-08-14,2026-08-14,1283.92,1283.92,1283.92,,,2026-09-12 23:05:03
d1b4eb23143b4513b1cf,106,504,2026-08-15,2026-08-15,956.07,956.07,956.07,,,2026-09-12 23:05:03
016c07b08bfd4d359e1e,106,504,2026-08-16,2026-08-16,4307.65,4307.65,4307.65,,,2026-09-12 23:05:03
aa71f0e2437046489cb9,109,504,2026-08-17,2026-08-17,4904.43,4904.43,4904.43,,,2026-09-12 23:05:03
6904bf803cd44c5b9285,118,504,2026-08-18,2026-08-18,1493.05,1493.05,1493.05,,,2026-09-12 23:05:03
b869889045dd47f49a6b,120,504,2026-08-19,2026-08-19,2532.26,2532.26,2532.26,,,2026-09-12 23:05:03
aa4471dff0144c35aaa2,113,504,2026-08-20,2026-08-20,1011.98,1011.98,1011.98,,,2026-09-12 23:05:03
9e5bd2b1150f44e782e6,103,504,2026-08-21,2026-08-21,1093.8,1093.8,1093.8,,,2026-09-12 23:05:03
421dd551ab50462c87ff,107,504,2026-08-22,2026-08-22,2548.57,2548.57,2548.57,,,2026-09-12 23:05:03
b8209e02af2c43cd9b3e,103,504,2026-08-23,2026-08-23,3330.47,3330.47,3330.47,,,2026-09-12 23:05:03
1ac9f179fb3a46a29ec6,118,504,2026-08-24,2026-08-24,812.19,812.19,812.19,,,2026-09-12 23:05:03
adc36985c2714756ba4a,112,504,2026-08-25,2026-08-25,795.02,795.02,795.02,,,2026-09-12 23:05:03
021e306be83d44e58958,118,504,2026-08-26,2026-08-26,3968.74,3968.74,3968.74,,,2026-09-12 23:05:03
ffa0d67607a74a16b6ac,108,504,2026-08-27,2026-08-27,2186.5,2186.5,2186.5,,,2026-09-12 23:05:03
5f4f090f1fe24ccda39c,108,504,2026-08-28,2026-08-28,99.53,99.53,99.53,,,2026-09-12 23:05:03
1a04bd72f3744bd780bb,114,504,2026-08-29,2026-08-29,2110.29,2110.29,2110.29,,,2026-09-12 23:05:03
548dde499f0b4aebb5fc,117,504,2026-08-30,2026-08-30,1808.05,1808.05,1808.05,,,2026-09-12 23:05:03
45e7bce5c25f47608f70,116,504,2026-08-31,2026-08-31,4313.82,4313.82,4313.82,,,2026-09-12 23:05:03
a92c0bc5819344efa225,110,504,2026-09-01,2026-09-01,2151.26,2151.26,2151.26,,,2026-09-12 23:05:03
8bab5467d17d4d868ce4,109,504,2026-09-02,2026-09-02,1938.48,1938.48,1938.48,,,2026-09-12 23:05:03
a9d1da7e1a9d4dd58f18,109,504,2026-09-03,2026-09-03,486.74,486.74,486.74,,,2026-09-12 23:05:03
be72f7a05b944616872d,115,504,2026-09-04,2026-09-04,1231.17,1231.17,1231.17,,,2026-09-12 23:05:03
8e90d0192a22453ba13e,106,504,2026-09-05,2026-09-05,510.79,510.79,510.79,,,2026-09-12 23:05:03
1ad1150df89c4f42a79b,120,504,2026-09-06,2026-09-06,1299.18,1299.18,1299.18,,,2026-09-12 23:05:03
2e5bd751082d4a7eb235,117,504,2026-09-07,2026-09-07,4402.5,4402.5,4402.5,,,2026-09-12 23:05:03
9c90b3ebf1564b31911e,118,504,2026-09-08,2026-09-08,293.35,293.35,293.35,,,2026-09-12 23:05:03
696efe1ec85d4bfc8b39,109,504,2026-09-09,2026-09-09,491.74,491.74,491.74,,,2026-09-12 23:05:03
9f6c9d233c094f8b8933,103,504,2026-08-11,2026-08-11,1656.38,1656.38,1656.38,,,2026-09-12 23:05:03
ee687462683546bb9508,105,504,2026-08-12,2026-08-12,242,242,242,,,2026-09-12 23:05:03
800ae5a098d448099c46,117,504,2026-08-13,2026-08-13,2174.95,2174.95,2174.95,,,2026-09-12 23:05:03
22a24e240d76485ba23c,115,504,2026-08-14,2026-08-14,136,136,136,,,2026-09-12 23:05:03
a5746e069940420bacb0,113,504,2026-08-15,2026-08-15,1601.97,1601.97,1601.97,,,2026-09-12 23:05:03
e93340add4204b349c8d,109,504,2026-08-16,2026-08-16,6527.64,6527.64,6527.64,,,2026-09-12 23:05:03
0df8b309fb0242bb8c82,109,504,2026-08-17,2026-08-17,740.17,740.17,740.17,,,2026-09-12 23:05:03
0521fcc0a10448aca117,108,504,2026-08-18,2026-08-18,3136.29,3136.29,3136.29,,,2026-09-12 23:05:03
0a18a6b7e9e549aba403,114,504,2026-08-19,2026-08-19,823.6,823.6,823.6,,,2026-09-12 23:05:03
cffad83765374a9d8b2d,102,504,2026-08-20,2026-08-20,2149.02,2149.02,2149.02,,,2026-09-12 23:05:03
902d7bd0c43d4423bd75,110,504,2026-08-21,2026-08-21,380.01,380.01,380.01,,,2026-09-12 23:05:03
5aacb31249bb4a9d8b5f,102,504,2026-08-22,2026-08-22,5061.41,5061.41,5061.41,,,2026-09-12 23:05:03
dda6871086524c4389ed,111,504,2026-08-23,2026-08-23,1876.45,1876.45,1876.45,,,2026-09-12 23:05:03
a073434a4cae4629b162,110,504,2026-08-24,2026-08-24,621.59,621.59,621.59,,,2026-09-12 23:05:03
7ea2f55922614124b57c,111,504,2026-08-25,2026-08-25,400.49,400.49,400.49,,,2026-09-12 23:05:03
924632a87afd43028f18,105,504,2026-08-26,2026-08-26,5193.2,5193.2,5193.2,,,2026-09-12 23:05:03
557b44b0d18141c79bf3,111,504,2026-08-27,2026-08-27,713.16,713.16,713.16,,,2026-09-12 23:05:03
