purchase_order_id,item_vendor,department,item_nbr,warehouse_nbr,receipt_date,receiving_seq_nbr,order_qty,received_qty,update_timestamp
100502026,505,15,100502,101,2026-09-05,26,57,57,2026-09-12 23:05:03
100502027,505,22,100502,115,2026-09-06,27,67,67,2026-09-12 23:05:03
100502028,505,23,100502,114,2026-09-07,28,89,89,2026-09-12 23:05:03
100502029,505,15,100502,106,2026-09-08,29,26,26,2026-09-12 23:05:03
100502030,505,15,100502,104,2026-09-09,30,84,84,2026-09-12 23:05:03
100503001,505,21,100503,112,2026-08-11,1,51,51,2026-09-12 23:05:03
100503002,505,29,100503,114,2026-08-12,2,50,50,2026-09-12 23:05:03
100503003,505,17,100503,119,2026-08-13,3,25,25,2026-09-12 23:05:03
100503004,505,24,100503,103,2026-08-14,4,47,47,2026-09-12 23:05:03
100503005,505,23,100503,110,2026-08-15,5,67,67,2026-09-12 23:05:03
100503006,505,29,100503,115,2026-08-16,6,93,93,2026-09-12 23:05:03
100503007,505,23,100503,114,2026-08-17,7,56,56,2026-09-12 23:05:03
100503008,505,16,100503,118,2026-08-18,8,66,66,2026-09-12 23:05:03
100503009,505,20,100503,102,2026-08-19,9,84,84,2026-09-12 23:05:03
100503010,505,24,100503,115,2026-08-20,10,6,6,2026-09-12 23:05:03
100503011,505,21,100503,116,2026-08-21,11,34,34,2026-09-12 23:05:03
100503012,505,14,100503,112,2026-08-22,12,58,58,2026-09-12 23:05:03
100503013,505,27,100503,118,2026-08-23,13,80,80,2026-09-12 23:05:03
100503014,505,12,100503,115,2026-08-24,14,68,68,2026-09-12 23:05:03
100503015,505,27,100503,104,2026-08-25,15,16,16,2026-09-12 23:05:03
100503016,505,22,100503,101,2026-08-26,16,3,3,2026-09-12 23:05:03
100503017,505,12,100503,106,2026-08-27,17,68,68,2026-09-12 23:05:03
100503018,505,24,100503,111,2026-08-28,18,97,97,2026-09-12 23:05:03
100503019,505,18,100503,119,2026-08-29,19,63,63,2026-09-12 23:05:03
100503020,505,20,100503,115,2026-08-30,20,78,78,2026-09-12 23:05:03
100503021,505,17,100503,105,2026-08-31,21,9,9,2026-09-12 23:05:03
100503022,505,29,100503,116,2026-09-01,22,71,71,2026-09-12 23:05:03
100503023,505,28,100503,118,2026-09-02,23,36,36,2026-09-12 23:05:03
100503024,505,28,100503,101,2026-09-03,24,81,81,2026-09-12 23:05:03
100503025,505,23,100503,103,2026-09-04,25,33,33,2026-09-12 23:05:03
100503026,505,16,100503,113,2026-09-05,26,70,70,2026-09-12 23:05:03
100503027,505,17,100503,118,2026-09-06,27,22,22,2026-09-12 23:05:03
100503028,505,17,100503,116,2026-09-07,28,45,45,2026-09-12 23:05:03
100503029,505,14,100503,110,2026-09-08,29,40,40,2026-09-12 23:05:03
100503030,505,25,100503,104,2026-09-09,30,21,21,2026-09-12 23:05:03
100504001,505,17,100504,115,2026-08-11,1,31,31,2026-09-12 23:05:03
100504002,505,13,100504,119,2026-08-12,2,47,47,2026-09-12 23:05:03
100504003,505,16,100504,113,2026-08-13,3,49,49,2026-09-12 23:05:03
100504004,505,13,100504,111,2026-08-14,4,75,75,2026-09-12 23:05:03
100504005,505,13,100504,108,2026-08-15,5,86,86,2026-09-12 23:05:03
100504006,505,22,100504,112,2026-08-16,6,52,52,2026-09-12 23:05:03
100504007,505,12,100504,116,2026-08-17,7,90,90,2026-09-12 23:05:03
100504008,505,15,100504,107,2026-08-18,8,67,67,2026-09-12 23:05:03
100504009,505,22,100504,119,2026-08-19,9,34,34,2026-09-12 23:05:03
100504010,505,29,100504,112,2026-08-20,10,42,42,2026-09-12 23:05:03
100504011,505,28,100504,101,2026-08-21,11,65,65,2026-09-12 23:05:03
100504012,505,11,100504,120,2026-08-22,12,60,60,2026-09-12 23:05:03
100504013,505,25,100504,105,2026-08-23,13,36,36,2026-09-12 23:05:03
100504014,505,21,100504,103,2026-08-24,14,77,77,2026-09-12 23:05:03
100504015,505,27,100504,112,2026-08-25,15,76,76,2026-09-12 23:05:03
100504016,505,14,100504,104,2026-08-26,16,42,42,2026-09-12 23:05:03
100504017,505,25,100504,120,2026-08-27,17,46,46,2026-09-12 23:05:03
100504018,505,15,100504,116,2026-08-28,18,85,85,2026-09-12 23:05:03
100504019,505,23,100504,110,2026-08-29,19,74,74,2026-09-12 23:05:03
100504020,505,25,100504,108,2026-08-30,20,54,54,2026-09-12 23:05:03
100504021,505,20,100504,110,2026-08-31,21,37,37,2026-09-12 23:05:03
100504022,505,13,100504,102,2026-09-01,22,75,75,2026-09-12 23:05:03
100504023,505,19,100504,102,2026-09-02,23,70,70,2026-09-12 23:05:03
100504024,505,24,100504,118,2026-09-03,24,52,52,2026-09-12 23:05:03
100504025,505,15,100504,120,2026-09-04,25,31,31,2026-09-12 23:05:03
100504026,505,11,100504,116,2026-09-05,26,41,41,2026-09-12 23:05:03
100504027,505,25,100504,103,2026-09-06,27,50,50,2026-09-12 23:05:03
100504028,505,22,100504,112,2026-09-07,28,86,86,2026-09-12 23:05:03
100504029,505,29,100504,114,2026-09-08,29,60,60,2026-09-12 23:05:03
100504030,505,13,100504,110,2026-09-09,30,86,86,2026-09-12 23:05:03
100505001,505,10,100505,110,2026-08-11,1,70,70,2026-09-12 23:05:03
100505002,505,16,100505,113,2026-08-12,2,44,44,2026-09-12 23:05:03
100505003,505,19,100505,114,2026-08-13,3,2,2,2026-09-12 23:05:03
100505004,505,15,100505,107,2026-08-14,4,31,31,2026-09-12 23:05:03
100505005,505,12,100505,103,2026-08-15,5,100,100,2026-09-12 23:05:03
100505006,505,20,100505,120,2026-08-16,6,38,38,2026-09-12 23:05:03
100505007,505,28,100505,111,2026-08-17,7,11,11,2026-09-12 23:05:03
100505008,505,27,100505,103,2026-08-18,8,7,7,2026-09-12 23:05:03
100505009,505,12,100505,111,2026-08-19,9,19,19,2026-09-12 23:05:03
100505010,505,16,100505,103,2026-08-20,10,6,6,2026-09-12 23:05:03
100505011,505,23,100505,115,2026-08-21,11,37,37,2026-09-12 23:05:03
100505012,505,12,100505,112,2026-08-22,12,45,45,2026-09-12 23:05:03
100505013,505,17,100505,113,2026-08-23,13,82,82,2026-09-12 23:05:03
100505014,505,20,100505,113,2026-08-24,14,66,66,2026-09-12 23:05:03
100505015,505,19,100505,109,2026-08-25,15,55,55,2026-09-12 23:05:03
100505016,505,24,100505,120,2026-08-26,16,64,64,2026-09-12 23:05:03
100505017,505,10,100505,111,2026-08-27,17,19,19,2026-09-12 23:05:03
100505018,505,10,100505,112,2026-08-28,18,76,76,2026-09-12 23:05:03
100505019,505,18,100505,101,2026-08-29,19,2,2,2026-09-12 23:05:03
100505020,505,26,100505,117,2026-08-30,20,95,95,2026-09-12 23:05:03
100505021,505,24,100505,114,2026-08-31,21,48,48,2026-09-12 23:05:03
100505022,505,16,100505,111,2026-09-01,22,67,67,2026-09-12 23:05:03
100505023,505,11,100505,101,2026-09-02,23,9,9,2026-09-12 23:05:03
100505024,505,27,100505,110,2026-09-03,24,91,91,2026-09-12 23:05:03
100505025,505,28,100505,108,2026-09-04,25,38,38,2026-09-12 23:05:03
100505026,505,14,100505,101,2026-09-05,26,88,88,2026-09-12 23:05:03
100505027,505,26,100505,103,2026-09-06,27,88,88,2026-09-12 23:05:03
100505028,505,20,100505,115,2026-09-07,28,65,65,2026-09-12 23:05:03
100505029,505,11,100505,101,2026-09-08,29,13,13,2026-09-12 23:05:03
100505030,505,26,100505,119,2026-09-09,30,12,12,2026-09-12 23:05:03
100506001,505,10,100506,102,2026-08-11,1,91,91,2026-09-12 23:05:03
100506002,505,20,100506,112,2026-08-12,2,23,23,2026-09-12 23:05:03
100506003,505,13,100506,109,2026-08-13,3,86,86,2026-09-12 23:05:03
100506004,505,21,100506,114,2026-08-14,4,13,13,2026-09-12 23:05:03
100506005,505,19,100506,108,2026-08-15,5,4,4,2026-09-12 23:05:03
100506006,505,24,100506,119,2026-08-16,6,94,94,2026-09-12 23:05:03
100506007,505,18,100506,101,2026-08-17,7,31,31,2026-09-12 23:05:03
100506008,505,13,100506,111,2026-08-18,8,7,7,2026-09-12 23:05:03
100506009,505,22,100506,117,2026-08-19,9,55,55,2026-09-12 23:05:03
100506010,505,21,100506,109,2026-08-20,10,20,20,2026-09-12 23:05:03
100506011,505,27,100506,109,2026-08-21,11,28,28,2026-09-12 23:05:03
100506012,505,21,100506,118,2026-08-22,12,64,64,2026-09-12 23:05:03
100506013,505,29,100506,111,2026-08-23,13,70,70,2026-09-12 23:05:03
100506014,505,20,100506,115,2026-08-24,14,90,90,2026-09-12 23:05:03
100506015,505,15,100506,111,2026-08-25,15,25,25,2026-09-12 23:05:03
100506016,505,13,100506,103,2026-08-26,16,63,63,2026-09-12 23:05:03
100506017,505,14,100506,101,2026-08-27,17,54,54,2026-09-12 23:05:03
100506018,505,11,100506,105,2026-08-28,18,6,6,2026-09-12 23:05:03
100506019,505,11,100506,112,2026-08-29,19,73,73,2026-09-12 23:05:03
100506020,505,18,100506,106,2026-08-30,20,19,19,2026-09-12 23:05:03
100506021,505,22,100506,110,2026-08-31,21,63,63,2026-09-12 23:05:03
100506022,505,16,100506,114,2026-09-01,22,91,91,2026-09-12 23:05:03
100506023,505,14,100506,106,2026-09-02,23,98,98,2026-09-12 23:05:03
100506024,505,27,100506,108,2026-09-03,24,72,72,2026-09-12 23:05:03
100506025,505,12,100506,118,2026-09-04,25,23,23,2026-09-12 23:05:03
100506026,505,24,100506,114,2026-09-05,26,44,44,2026-09-12 23:05:03
100506027,505,13,100506,110,2026-09-06,27,40,40,2026-09-12 23:05:03
100506028,505,22,100506,114,2026-09-07,28,86,86,2026-09-12 23:05:03
100506029,505,27,100506,120,2026-09-08,29,2,2,2026-09-12 23:05:03
100506030,505,14,100506,117,2026-09-09,30,40,40,2026-09-12 23:05:03
100507001,505,13,100507,106,2026-08-11,1,73,73,2026-09-12 23:05:03
100507002,505,18,100507,117,2026-08-12,2,26,26,2026-09-12 23:05:03
100507003,505,16,100507,109,2026-08-13,3,56,56,2026-09-12 23:05:03
100507004,505,10,100507,118,2026-08-14,4,89,89,2026-09-12 23:05:03
100507005,505,27,100507,105,2026-08-15,5,88,88,2026-09-12 23:05:03
100507006,505,12,100507,102,2026-08-16,6,54,54,2026-09-12 23:05:03
100507007,505,29,100507,108,2026-08-17,7,36,36,2026-09-12 23:05:03
100507008,505,28,100507,117,2026-08-18,8,47,47,2026-09-12 23:05:03
100507009,505,20,100507,108,2026-08-19,9,42,42,2026-09-12 23:05:03
100507010,505,13,100507,102,2026-08-20,10,80,80,2026-09-12 23:05:03
100507011,505,20,100507,106,2026-08-21,11,23,23,2026-09-12 23:05:03
100507012,505,14,100507,112,2026-08-22,12,54,54,2026-09-12 23:05:03
100507013,505,14,100507,107,2026-08-23,13,65,65,2026-09-12 23:05:03
100507014,505,24,100507,108,2026-08-24,14,47,47,2026-09-12 23:05:03
100507015,505,18,100507,101,2026-08-25,15,83,83,2026-09-12 23:05:03
100507016,505,29,100507,112,2026-08-26,16,40,40,2026-09-12 23:05:03
100507017,505,21,100507,105,2026-08-27,17,49,49,2026-09-12 23:05:03
100507018,505,13,100507,101,2026-08-28,18,48,48,2026-09-12 23:05:03
100507019,505,13,100507,119,2026-08-29,19,13,13,2026-09-12 23:05:03
100507020,505,10,100507,120,2026-08-30,20,100,100,2026-09-12 23:05:03
100507021,505,20,100507,116,2026-08-31,21,74,74,2026-09-12 23:05:03
100507022,505,21,100507,110,2026-09-01,22,24,24,2026-09-12 23:05:03
100507023,505,20,100507,114,2026-09-02,23,29,29,2026-09-12 23:05:03
100507024,505,15,100507,116,2026-09-03,24,22,22,2026-09-12 23:05:03
100507025,505,15,100507,113,2026-09-04,25,69,69,2026-09-12 23:05:03
100507026,505,20,100507,119,2026-09-05,26,75,75,2026-09-12 23:05:03
100507027,505,13,100507,110,2026-09-06,27,35,35,2026-09-12 23:05:03
100507028,505,21,100507,114,2026-09-07,28,29,29,2026-09-12 23:05:03
100507029,505,15,100507,116,2026-09-08,29,3,3,2026-09-12 23:05:03
100507030,505,17,100507,115,2026-09-09,30,9,9,2026-09-12 23:05:03
100508001,505,23,100508,118,2026-08-11,1,3,3,2026-09-12 23:05:03
100508002,505,27,100508,117,2026-08-12,2,81,81,2026-09-12 23:05:03
100508003,505,13,100508,111,2026-08-13,3,98,98,2026-09-12 23:05:03
100508004,505,23,100508,113,2026-08-14,4,47,47,2026-09-12 23:05:03
100508005,505,21,100508,102,2026-08-15,5,19,19,2026-09-12 23:05:03
100508006,505,23,100508,103,2026-08-16,6,51,51,2026-09-12 23:05:03
100508007,505,25,100508,120,2026-08-17,7,14,14,2026-09-12 23:05:03
100508008,505,21,100508,103,2026-08-18,8,7,7,2026-09-12 23:05:03
100508009,505,13,100508,120,2026-08-19,9,19,19,2026-09-12 23:05:03
100508010,505,20,100508,120,2026-08-20,10,87,87,2026-09-12 23:05:03
100508011,505,14,100508,114,2026-08-21,11,84,84,2026-09-12 23:05:03
100508012,505,15,100508,110,2026-08-22,12,46,46,2026-09-12 23:05:03
100508013,505,17,100508,116,2026-08-23,13,92,92,2026-09-12 23:05:03
100508014,505,15,100508,112,2026-08-24,14,76,76,2026-09-12 23:05:03
100508015,505,18,100508,105,2026-08-25,15,21,21,2026-09-12 23:05:03
100508016,505,18,100508,116,2026-08-26,16,70,70,2026-09-12 23:05:03
100508017,505,11,100508,116,2026-08-27,17,24,24,2026-09-12 23:05:03
100508018,505,23,100508,106,2026-08-28,18,81,81,2026-09-12 23:05:03
100508019,505,17,100508,104,2026-08-29,19,16,16,2026-09-12 23:05:03
100508020,505,23,100508,120,2026-08-30,20,64,64,2026-09-12 23:05:03
100508021,505,24,100508,105,2026-08-31,21,87,87,2026-09-12 23:05:03
100508022,505,17,100508,111,2026-09-01,22,12,12,2026-09-12 23:05:03
100508023,505,27,100508,119,2026-09-02,23,97,97,2026-09-12 23:05:03
100508024,505,21,100508,117,2026-09-03,24,49,49,2026-09-12 23:05:03
100508025,505,21,100508,116,2026-09-04,25,73,73,2026-09-12 23:05:03
100508026,505,29,100508,105,2026-09-05,26,47,47,2026-09-12 23:05:03
100508027,505,20,100508,104,2026-09-06,27,95,95,2026-09-12 23:05:03
100508028,505,10,100508,111,2026-09-07,28,94,94,2026-09-12 23:05:03
100508029,505,26,100508,103,2026-09-08,29,58,58,2026-09-12 23:05:03
100508030,505,20,100508,102,2026-09-09,30,22,22,2026-09-12 23:05:03
100509001,505,29,100509,116,2026-08-11,1,90,90,2026-09-12 23:05:03
100509002,505,22,100509,111,2026-08-12,2,39,39,2026-09-12 23:05:03
100509003,505,12,100509,111,2026-08-13,3,33,33,2026-09-12 23:05:03
100509004,505,19,100509,114,2026-08-14,4,74,74,2026-09-12 23:05:03
100509005,505,21,100509,119,2026-08-15,5,38,38,2026-09-12 23:05:03
100509006,505,18,100509,113,2026-08-16,6,6,6,2026-09-12 23:05:03
100509007,505,10,100509,104,2026-08-17,7,25,25,2026-09-12 23:05:03
100509008,505,26,100509,107,2026-08-18,8,67,67,2026-09-12 23:05:03
100509009,505,24,100509,113,2026-08-19,9,53,53,2026-09-12 23:05:03
100509010,505,22,100509,116,2026-08-20,10,67,67,2026-09-12 23:05:03
100509011,505,19,100509,115,2026-08-21,11,68,68,2026-09-12 23:05:03
100509012,505,22,100509,119,2026-08-22,12,41,41,2026-09-12 23:05:03
100509013,505,26,100509,108,2026-08-23,13,52,52,2026-09-12 23:05:03
100509014,505,27,100509,112,2026-08-24,14,95,95,2026-09-12 23:05:03
100509015,505,23,100509,118,2026-08-25,15,7,7,2026-09-12 23:05:03
100509016,505,27,100509,107,2026-08-26,16,86,86,2026-09-12 23:05:03
100509017,505,12,100509,118,2026-08-27,17,15,15,2026-09-12 23:05:03
100509018,505,19,100509,120,2026-08-28,18,13,13,2026-09-12 23:05:03
100509019,505,10,100509,108,2026-08-29,19,81,81,2026-09-12 23:05:03
100509020,505,24,100509,111,2026-08-30,20,4,4,2026-09-12 23:05:03
100509021,505,17,100509,109,2026-08-31,21,85,85,2026-09-12 23:05:03
100509022,505,25,100509,117,2026-09-01,22,41,41,2026-09-12 23:05:03
100509023,505,14,100509,116,2026-09-02,23,75,75,2026-09-12 23:05:03
100509024,505,26,100509,104,2026-09-03,24,28,28,2026-09-12 23:05:03
100509025,505,26,100509,107,2026-09-04,25,53,53,2026-09-12 23:05:03
100509026,505,21,100509,114,2026-09-05,26,35,35,2026-09-12 23:05:03
100509027,505,19,100509,113,2026-09-06,27,38,38,2026-09-12 23:05:03
100509028,505,27,100509,120,2026-09-07,28,90,90,2026-09-12 23:05:03
100509029,505,15,100509,102,2026-09-08,29,14,14,2026-09-12 23:05:03
100509030,505,19,100509,117,2026-09-09,30,31,31,2026-09-12 23:05:03
100510001,505,17,100510,110,2026-08-11,1,61,61,2026-09-12 23:05:03
100510002,505,27,100510,118,2026-08-12,2,66,66,2026-09-12 23:05:03
100510003,505,11,100510,107,2026-08-13,3,63,63,2026-09-12 23:05:03
100510004,505,16,100510,103,2026-08-14,4,37,37,2026-09-12 23:05:03
100510005,505,24,100510,106,2026-08-15,5,45,45,2026-09-12 23:05:03
100510006,505,25,100510,117,2026-08-16,6,58,58,2026-09-12 23:05:03
100510007,505,22,100510,110,2026-08-17,7,52,52,2026-09-12 23:05:03
100510008,505,27,100510,103,2026-08-18,8,26,26,2026-09-12 23:05:03
100510009,505,23,100510,113,2026-08-19,9,13,13,2026-09-12 23:05:03
100510010,505,10,100510,118,2026-08-20,10,87,87,2026-09-12 23:05:03
100510011,505,19,100510,107,2026-08-21,11,57,57,2026-09-12 23:05:03
100510012,505,29,100510,120,2026-08-22,12,92,92,2026-09-12 23:05:03
100510013,505,26,100510,101,2026-08-23,13,87,87,2026-09-12 23:05:03
100510014,505,11,100510,111,2026-08-24,14,41,41,2026-09-12 23:05:03
100510015,505,29,100510,108,2026-08-25,15,35,35,2026-09-12 23:05:03
100510016,505,29,100510,119,2026-08-26,16,50,50,2026-09-12 23:05:03
100510017,505,27,100510,105,2026-08-27,17,77,77,2026-09-12 23:05:03
100510018,505,24,100510,104,2026-08-28,18,60,60,2026-09-12 23:05:03
100510019,505,24,100510,109,2026-08-29,19,19,19,2026-09-12 23:05:03
100510020,505,18,100510,117,2026-08-30,20,76,76,2026-09-12 23:05:03
100510021,505,14,100510,116,2026-08-31,21,48,48,2026-09-12 23:05:03
100510022,505,26,100510,101,2026-09-01,22,75,75,2026-09-12 23:05:03
100510023,505,13,100510,114,2026-09-02,23,79,79,2026-09-12 23:05:03
100510024,505,20,100510,110,2026-09-03,24,25,25,2026-09-12 23:05:03
100510025,505,17,100510,108,2026-09-04,25,34,34,2026-09-12 23:05:03
100510026,505,18,100510,111,2026-09-05,26,28,28,2026-09-12 23:05:03
100510027,505,23,100510,107,2026-09-06,27,50,50,2026-09-12 23:05:03
100510028,505,26,100510,120,2026-09-07,28,49,49,2026-09-12 23:05:03
100510029,505,26,100510,119,2026-09-08,29,51,51,2026-09-12 23:05:03
100510030,505,11,100510,106,2026-09-09,30,97,97,2026-09-12 23:05:03
100901001,509,27,100901,109,2026-08-11,1,88,88,2026-09-12 23:05:03
100901002,509,10,100901,106,2026-08-12,2,38,38,2026-09-12 23:05:03
100901003,509,11,100901,116,2026-08-13,3,97,97,2026-09-12 23:05:03
100901004,509,16,100901,114,2026-08-14,4,77,77,2026-09-12 23:05:03
100901005,509,14,100901,112,2026-08-15,5,70,70,2026-09-12 23:05:03
100901006,509,16,100901,107,2026-08-16,6,80,80,2026-09-12 23:05:03
100901007,509,16,100901,107,2026-08-17,7,90,90,2026-09-12 23:05:03
100901008,509,16,100901,110,2026-08-18,8,42,42,2026-09-12 23:05:03
100901009,509,29,100901,103,2026-08-19,9,2,2,2026-09-12 23:05:03
100901010,509,24,100901,106,2026-08-20,10,14,14,2026-09-12 23:05:03
100901011,509,16,100901,116,2026-08-21,11,67,67,2026-09-12 23:05:03
100901012,509,10,100901,117,2026-08-22,12,92,92,2026-09-12 23:05:03
100901013,509,25,100901,107,2026-08-23,13,77,77,2026-09-12 23:05:03
100901014,509,16,100901,108,2026-08-24,14,38,38,2026-09-12 23:05:03
100901015,509,17,100901,108,2026-08-25,15,92,92,2026-09-12 23:05:03
100901016,509,22,100901,119,2026-08-26,16,23,23,2026-09-12 23:05:03
100901017,509,22,100901,117,2026-08-27,17,42,42,2026-09-12 23:05:03
100901018,509,26,100901,120,2026-08-28,18,74,74,2026-09-12 23:05:03
100901019,509,10,100901,109,2026-08-29,19,47,47,2026-09-12 23:05:03
100901020,509,28,100901,107,2026-08-30,20,59,59,2026-09-12 23:05:03
100901021,509,23,100901,120,2026-08-31,21,63,63,2026-09-12 23:05:03
100901022,509,10,100901,105,2026-09-01,22,12,12,2026-09-12 23:05:03
100901023,509,14,100901,108,2026-09-02,23,99,99,2026-09-12 23:05:03
100901024,509,18,100901,101,2026-09-03,24,44,44,2026-09-12 23:05:03
100901025,509,11,100901,109,2026-09-04,25,9,9,2026-09-12 23:05:03
100901026,509,17,100901,101,2026-09-05,26,26,26,2026-09-12 23:05:03
100901027,509,10,100901,108,2026-09-06,27,19,19,2026-09-12 23:05:03
100901028,509,17,100901,115,2026-09-07,28,35,35,2026-09-12 23:05:03
100901029,509,23,100901,118,2026-09-08,29,22,22,2026-09-12 23:05:03
100901030,509,25,100901,114,2026-09-09,30,18,18,2026-09-12 23:05:03
100902001,509,29,100902,119,2026-08-11,1,5,5,2026-09-12 23:05:03
100902002,509,27,100902,110,2026-08-12,2,35,35,2026-09-12 23:05:03
100902003,509,27,100902,118,2026-08-13,3,36,36,2026-09-12 23:05:03
100902004,509,13,100902,119,2026-08-14,4,33,33,2026-09-12 23:05:03
100902005,509,13,100902,113,2026-08-15,5,71,71,2026-09-12 23:05:03
100902006,509,20,100902,103,2026-08-16,6,47,47,2026-09-12 23:05:03
100902007,509,25,100902,102,2026-08-17,7,15,15,2026-09-12 23:05:03
100902008,509,29,100902,117,2026-08-18,8,86,86,2026-09-12 23:05:03
100902009,509,11,100902,107,2026-08-19,9,65,65,2026-09-12 23:05:03
100902010,509,29,100902,120,2026-08-20,10,38,38,2026-09-12 23:05:03
100902011,509,23,100902,118,2026-08-21,11,15,15,2026-09-12 23:05:03
100902012,509,26,100902,108,2026-08-22,12,43,43,2026-09-12 23:05:03
100902013,509,16,100902,105,2026-08-23,13,15,15,2026-09-12 23:05:03
100902014,509,25,100902,116,2026-08-24,14,70,70,2026-09-12 23:05:03
100902015,509,16,100902,120,2026-08-25,15,33,33,2026-09-12 23:05:03
100902016,509,10,100902,119,2026-08-26,16,80,80,2026-09-12 23:05:03
100902017,509,22,100902,101,2026-08-27,17,100,100,2026-09-12 23:05:03
100902018,509,24,100902,112,2026-08-28,18,56,56,2026-09-12 23:05:03
100902019,509,14,100902,120,2026-08-29,19,60,60,2026-09-12 23:05:03
100902020,509,17,100902,103,2026-08-30,20,82,82,2026-09-12 23:05:03
100902021,509,23,100902,104,2026-08-31,21,43,43,2026-09-12 23:05:03
100902022,509,12,100902,117,2026-09-01,22,79,79,2026-09-12 23:05:03
100902023,509,28,100902,118,2026-09-02,23,75,75,2026-09-12 23:05:03
100902024,509,25,100902,114,2026-09-03,24,37,37,2026-09-12 23:05:03
100902025,509,12,100902,104,2026-09-04,25,37,37,2026-09-12 23:05:03
100902026,509,26,100902,118,2026-09-05,26,55,55,2026-09-12 23:05:03
100902027,509,17,100902,114,2026-09-06,27,18,18,2026-09-12 23:05:03
100902028,509,17,100902,101,2026-09-07,28,95,95,2026-09-12 23:05:03
100902029,509,19,100902,117,2026-09-08,29,8,8,2026-09-12 23:05:03
100902030,509,19,100902,116,2026-09-09,30,16,16,2026-09-12 23:05:03
100903001,509,29,100903,116,2026-08-11,1,37,37,2026-09-12 23:05:03
100903002,509,26,100903,106,2026-08-12,2,5,5,2026-09-12 23:05:03
100903003,509,27,100903,117,2026-08-13,3,69,69,2026-09-12 23:05:03
100903004,509,29,100903,107,2026-08-14,4,16,16,2026-09-12 23:05:03
100903005,509,16,100903,102,2026-08-15,5,71,71,2026-09-12 23:05:03
100903006,509,27,100903,113,2026-08-16,6,38,38,2026-09-12 23:05:03
100903007,509,23,100903,116,2026-08-17,7,57,57,2026-09-12 23:05:03
100903008,509,24,100903,103,2026-08-18,8,18,18,2026-09-12 23:05:03
100903009,509,17,100903,101,2026-08-19,9,50,50,2026-09-12 23:05:03
100903010,509,24,100903,105,2026-08-20,10,47,47,2026-09-12 23:05:03
100903011,509,14,100903,101,2026-08-21,11,65,65,2026-09-12 23:05:03
100903012,509,28,100903,113,2026-08-22,12,60,60,2026-09-12 23:05:03
100903013,509,19,100903,120,2026-08-23,13,44,44,2026-09-12 23:05:03
100903014,509,22,100903,108,2026-08-24,14,73,73,2026-09-12 23:05:03
100903015,509,19,100903,116,2026-08-25,15,61,61,2026-09-12 23:05:03
100903016,509,22,100903,116,2026-08-26,16,36,36,2026-09-12 23:05:03
100903017,509,24,100903,103,2026-08-27,17,77,77,2026-09-12 23:05:03
100903018,509,25,100903,109,2026-08-28,18,86,86,2026-09-12 23:05:03
100903019,509,14,100903,105,2026-08-29,19,84,84,2026-09-12 23:05:03
100903020,509,14,100903,103,2026-08-30,20,7,7,2026-09-12 23:05:03
100903021,509,21,100903,105,2026-08-31,21,7,7,2026-09-12 23:05:03
100903022,509,13,100903,119,2026-09-01,22,49,49,2026-09-12 23:05:03
100903023,509,24,100903,111,2026-09-02,23,35,35,2026-09-12 23:05:03
100903024,509,14,100903,113,2026-09-03,24,92,92,2026-09-12 23:05:03
100903025,509,27,100903,112,2026-09-04,25,48,48,2026-09-12 23:05:03
100903026,509,16,100903,113,2026-09-05,26,11,11,2026-09-12 23:05:03
100903027,509,10,100903,118,2026-09-06,27,23,23,2026-09-12 23:05:03
100903028,509,27,100903,116,2026-09-07,28,77,77,2026-09-12 23:05:03
100903029,509,13,100903,120,2026-09-08,29,96,96,2026-09-12 23:05:03
100903030,509,14,100903,105,2026-09-09,30,80,80,2026-09-12 23:05:03
100904001,509,21,100904,109,2026-08-11,1,92,92,2026-09-12 23:05:03
100904002,509,29,100904,113,2026-08-12,2,45,45,2026-09-12 23:05:03
100904003,509,19,100904,114,2026-08-13,3,36,36,2026-09-12 23:05:03
100904004,509,10,100904,109,2026-08-14,4,11,11,2026-09-12 23:05:03
100904005,509,11,100904,105,2026-08-15,5,75,75,2026-09-12 23:05:03
100904006,509,13,100904,120,2026-08-16,6,64,64,2026-09-12 23:05:03
100904007,509,22,100904,115,2026-08-17,7,8,8,2026-09-12 23:05:03
100904008,509,23,100904,110,2026-08-18,8,40,40,2026-09-12 23:05:03
100904009,509,21,100904,108,2026-08-19,9,51,51,2026-09-12 23:05:03
100904010,509,24,100904,112,2026-08-20,10,8,8,2026-09-12 23:05:03
100904011,509,27,100904,118,2026-08-21,11,16,16,2026-09-12 23:05:03
100904012,509,14,100904,111,2026-08-22,12,30,30,2026-09-12 23:05:03
100904013,509,12,100904,110,2026-08-23,13,54,54,2026-09-12 23:05:03
100904014,509,28,100904,108,2026-08-24,14,59,59,2026-09-12 23:05:03
100904015,509,13,100904,106,2026-08-25,15,67,67,2026-09-12 23:05:03
100904016,509,17,100904,111,2026-08-26,16,16,16,2026-09-12 23:05:03
100904017,509,24,100904,106,2026-08-27,17,57,57,2026-09-12 23:05:03
100904018,509,12,100904,109,2026-08-28,18,28,28,2026-09-12 23:05:03
100904019,509,16,100904,115,2026-08-29,19,47,47,2026-09-12 23:05:03
100904020,509,27,100904,107,2026-08-30,20,64,64,2026-09-12 23:05:03
100904021,509,12,100904,111,2026-08-31,21,67,67,2026-09-12 23:05:03
100904022,509,23,100904,114,2026-09-01,22,90,90,2026-09-12 23:05:03
